Voltage (V),Current (A)
11.75000000000009,3.560689e-06
11.74000000000009,3.542861e-06
11.730000000000091,3.549849e-06
11.720000000000091,3.5538e-06
11.710000000000091,3.545143e-06
11.700000000000092,3.545936e-06
11.690000000000092,3.554823e-06
11.680000000000092,3.561857e-06
11.670000000000092,3.524304e-06
11.660000000000093,3.571776e-06
11.650000000000093,3.533703e-06
11.640000000000093,3.517915e-06
11.630000000000093,3.51673e-06
11.620000000000093,3.514149e-06
11.610000000000094,3.507172e-06
11.600000000000094,3.507042e-06
11.590000000000094,3.500594e-06
11.580000000000094,3.500497e-06
11.570000000000094,3.502945e-06
11.560000000000095,3.500263e-06
11.550000000000095,3.50302e-06
11.540000000000095,3.493247e-06
11.530000000000095,3.490577e-06
11.520000000000095,3.485908e-06
11.510000000000096,3.482937e-06
11.500000000000096,3.481449e-06
11.490000000000096,3.475282e-06
11.480000000000096,3.470538e-06
11.470000000000097,3.471482e-06
11.460000000000097,3.463892e-06
11.450000000000097,3.458309e-06
11.440000000000097,3.457965e-06
11.430000000000097,3.453976e-06
11.420000000000098,3.451061e-06
11.410000000000098,3.443772e-06
11.400000000000098,3.437251e-06
11.390000000000098,3.432425e-06
11.380000000000098,3.428699e-06
11.370000000000099,3.423984e-06
11.360000000000099,3.420686e-06
11.3500000000001,3.418854e-06
11.3400000000001,3.41481e-06
11.3300000000001,3.409301e-06
11.3200000000001,3.405085e-06
11.3100000000001,3.402419e-06
11.3000000000001,3.398197e-06
11.2900000000001,3.396962e-06
11.2800000000001,3.390806e-06
11.2700000000001,3.39442e-06
11.260000000000101,3.38799e-06
11.250000000000101,3.386904e-06
11.240000000000101,3.385834e-06
11.230000000000102,3.383866e-06
11.220000000000102,3.379806e-06
11.210000000000102,3.379414e-06
11.200000000000102,3.372468e-06
11.190000000000103,3.368702e-06
11.180000000000103,3.368223e-06
11.170000000000103,3.360092e-06
11.160000000000103,3.35563e-06
11.150000000000103,3.355878e-06
11.140000000000104,3.351224e-06
11.130000000000104,3.349918e-06
11.120000000000104,3.347162e-06
11.110000000000104,3.343876e-06
11.100000000000104,3.338314e-06
11.090000000000105,3.331402e-06
11.080000000000105,3.333034e-06
11.070000000000105,3.330059e-06
11.060000000000105,3.324952e-06
11.050000000000106,3.318549e-06
11.040000000000106,3.322285e-06
11.030000000000106,3.311873e-06
11.020000000000106,3.309567e-06
11.010000000000106,3.301964e-06
11.000000000000107,3.30304e-06
10.990000000000107,3.304794e-06
10.980000000000107,3.294436e-06
10.970000000000107,3.29101e-06
10.960000000000107,3.286378e-06
10.950000000000108,3.282623e-06
10.940000000000108,3.276119e-06
10.930000000000108,3.275606e-06
10.920000000000108,3.26922e-06
10.910000000000108,3.265847e-06
10.900000000000109,3.268247e-06
10.890000000000109,3.262623e-06
10.88000000000011,3.259254e-06
10.87000000000011,3.255071e-06
10.86000000000011,3.25262e-06
10.85000000000011,3.252243e-06
10.84000000000011,3.248328e-06
10.83000000000011,3.250352e-06
10.82000000000011,3.248325e-06
10.81000000000011,3.243972e-06
10.80000000000011,3.240053e-06
10.790000000000111,3.237406e-06
10.780000000000111,3.229412e-06
10.770000000000111,3.230302e-06
10.760000000000112,3.223726e-06
10.750000000000112,3.217726e-06
10.740000000000112,3.213405e-06
10.730000000000112,3.212531e-06
10.720000000000113,3.210296e-06
10.710000000000113,3.205825e-06
10.700000000000113,3.19975e-06
10.690000000000113,3.199825e-06
10.680000000000113,3.193559e-06
10.670000000000114,3.194939e-06
10.660000000000114,3.186313e-06
10.650000000000114,3.178989e-06
10.640000000000114,3.183548e-06
10.630000000000114,3.179962e-06
10.620000000000115,3.174117e-06
10.610000000000115,3.170056e-06
10.600000000000115,3.172596e-06
10.590000000000115,3.16773e-06
10.580000000000116,3.164665e-06
10.570000000000116,3.156523e-06
10.560000000000116,3.158204e-06
10.550000000000116,3.152358e-06
10.540000000000116,3.145251e-06
10.530000000000117,3.144674e-06
10.520000000000117,3.143963e-06
10.510000000000117,3.136006e-06
10.500000000000117,3.133754e-06
10.490000000000117,3.131786e-06
10.480000000000118,3.130885e-06
10.470000000000118,3.122139e-06
10.460000000000118,3.121807e-06
10.450000000000118,3.120874e-06
10.440000000000119,3.113538e-06
10.430000000000119,3.107932e-06
10.420000000000119,3.108212e-06
10.41000000000012,3.104167e-06
10.40000000000012,3.103491e-06
10.39000000000012,3.100198e-06
10.38000000000012,3.10162e-06
10.37000000000012,3.093355e-06
10.36000000000012,3.08459e-06
10.35000000000012,3.088697e-06
10.34000000000012,3.083909e-06
10.33000000000012,3.078784e-06
10.320000000000121,3.076932e-06
10.310000000000121,3.075098e-06
10.300000000000122,3.073987e-06
10.290000000000122,3.067277e-06
10.280000000000122,3.06628e-06
10.270000000000122,3.065041e-06
10.260000000000122,3.062602e-06
10.250000000000123,3.061687e-06
10.240000000000123,3.058871e-06
10.230000000000123,3.054106e-06
10.220000000000123,3.054333e-06
10.210000000000123,3.050759e-06
10.200000000000124,3.04853e-06
10.190000000000124,3.046742e-06
10.180000000000124,3.039412e-06
10.170000000000124,3.038213e-06
10.160000000000124,3.03277e-06
10.150000000000125,3.029145e-06
10.140000000000125,3.031316e-06
10.130000000000125,3.02581e-06
10.120000000000125,3.022463e-06
10.110000000000126,3.018982e-06
10.100000000000126,3.013381e-06
10.090000000000126,3.009288e-06
10.080000000000126,3.009668e-06
10.070000000000126,3.005228e-06
10.060000000000127,3.001559e-06
10.050000000000127,2.993745e-06
10.040000000000127,2.989904e-06
10.030000000000127,2.989898e-06
10.020000000000127,2.985829e-06
10.010000000000128,2.985789e-06
10.000000000000128,2.974688e-06
9.990000000000128,2.971745e-06
9.980000000000128,2.971999e-06
9.970000000000129,2.963744e-06
9.960000000000129,2.958559e-06
9.950000000000129,2.955634e-06
9.94000000000013,2.951275e-06
9.93000000000013,2.950285e-06
9.92000000000013,2.949963e-06
9.91000000000013,2.94782e-06
9.90000000000013,2.945127e-06
9.89000000000013,2.937843e-06
9.88000000000013,2.932705e-06
9.87000000000013,2.930676e-06
9.86000000000013,2.926894e-06
9.850000000000131,2.923314e-06
9.840000000000131,2.924744e-06
9.830000000000132,2.920259e-06
9.820000000000132,2.916558e-06
9.810000000000132,2.915211e-06
9.800000000000132,2.911462e-06
9.790000000000132,2.906324e-06
9.780000000000133,2.903533e-06
9.770000000000133,2.904505e-06
9.760000000000133,2.900188e-06
9.750000000000133,2.902832e-06
9.740000000000133,2.897558e-06
9.730000000000134,2.897969e-06
9.720000000000134,2.890289e-06
9.710000000000134,2.888193e-06
9.700000000000134,2.885424e-06
9.690000000000135,2.885076e-06
9.680000000000135,2.88034e-06
9.670000000000135,2.873153e-06
9.660000000000135,2.871577e-06
9.650000000000135,2.864545e-06
9.640000000000136,2.863321e-06
9.630000000000136,2.86031e-06
9.620000000000136,2.854947e-06
9.610000000000136,2.852318e-06
9.600000000000136,2.848879e-06
9.590000000000137,2.848244e-06
9.580000000000137,2.844605e-06
9.570000000000137,2.843429e-06
9.560000000000137,2.836223e-06
9.550000000000137,2.832387e-06
9.540000000000138,2.831898e-06
9.530000000000138,2.825348e-06
9.520000000000138,2.823325e-06
9.510000000000138,2.821386e-06
9.500000000000139,2.813374e-06
9.490000000000139,2.809747e-06
9.480000000000139,2.806188e-06
9.47000000000014,2.805846e-06
9.46000000000014,2.807645e-06
9.45000000000014,2.805434e-06
9.44000000000014,2.799287e-06
9.43000000000014,2.793623e-06
9.42000000000014,2.786027e-06
9.41000000000014,2.786228e-06
9.40000000000014,2.782948e-06
9.390000000000141,2.777156e-06
9.380000000000141,2.776494e-06
9.370000000000141,2.775483e-06
9.360000000000142,2.773039e-06
9.350000000000142,2.769293e-06
9.340000000000142,2.765313e-06
9.330000000000142,2.76116e-06
9.320000000000142,2.761422e-06
9.310000000000143,2.758084e-06
9.300000000000143,2.752382e-06
9.290000000000143,2.75121e-06
9.280000000000143,2.747339e-06
9.270000000000143,2.744283e-06
9.260000000000144,2.742118e-06
9.250000000000144,2.738319e-06
9.240000000000144,2.73452e-06
9.230000000000144,2.737261e-06
9.220000000000145,2.72831e-06
9.210000000000145,2.721859e-06
9.200000000000145,2.71959e-06
9.190000000000145,2.717556e-06
9.180000000000145,2.714711e-06
9.170000000000146,2.715178e-06
9.160000000000146,2.710089e-06
9.150000000000146,2.707808e-06
9.140000000000146,2.701767e-06
9.130000000000146,2.698758e-06
9.120000000000147,2.696073e-06
9.110000000000147,2.692522e-06
9.100000000000147,2.693254e-06
9.090000000000147,2.690512e-06
9.080000000000148,2.68587e-06
9.070000000000148,2.685745e-06
9.060000000000148,2.681682e-06
9.050000000000148,2.676847e-06
9.040000000000148,2.676962e-06
9.030000000000149,2.66863e-06
9.020000000000149,2.665626e-06
9.010000000000149,2.663306e-06
9.00000000000015,2.658901e-06
8.99000000000015,2.654661e-06
8.98000000000015,2.649356e-06
8.97000000000015,2.647962e-06
8.96000000000015,2.645663e-06
8.95000000000015,2.641442e-06
8.94000000000015,2.639305e-06
8.93000000000015,2.636804e-06
8.920000000000151,2.636624e-06
8.910000000000151,2.632223e-06
8.900000000000151,2.629305e-06
8.890000000000152,2.625048e-06
8.880000000000152,2.618233e-06
8.870000000000152,2.616676e-06
8.860000000000152,2.611852e-06
8.850000000000152,2.609298e-06
8.840000000000153,2.608931e-06
8.830000000000153,2.603852e-06
8.820000000000153,2.604398e-06
8.810000000000153,2.594354e-06
8.800000000000153,2.587781e-06
8.790000000000154,2.585004e-06
8.780000000000154,2.578391e-06
8.770000000000154,2.576521e-06
8.760000000000154,2.574274e-06
8.750000000000155,2.572286e-06
8.740000000000155,2.569538e-06
8.730000000000155,2.569124e-06
8.720000000000155,2.563535e-06
8.710000000000155,2.562997e-06
8.700000000000156,2.554958e-06
8.690000000000156,2.55378e-06
8.680000000000156,2.551845e-06
8.670000000000156,2.547734e-06
8.660000000000156,2.548303e-06
8.650000000000157,2.54382e-06
8.640000000000157,2.540802e-06
8.630000000000157,2.538277e-06
8.620000000000157,2.533663e-06
8.610000000000158,2.531636e-06
8.600000000000158,2.526119e-06
8.590000000000158,2.520392e-06
8.580000000000158,2.520165e-06
8.570000000000158,2.518876e-06
8.560000000000159,2.519998e-06
8.550000000000159,2.513016e-06
8.540000000000159,2.504914e-06
8.53000000000016,2.505109e-06
8.52000000000016,2.498502e-06
8.51000000000016,2.503283e-06
8.50000000000016,2.503394e-06
8.49000000000016,2.497458e-06
8.48000000000016,2.496163e-06
8.47000000000016,2.493698e-06
8.46000000000016,2.488299e-06
8.450000000000161,2.486688e-06
8.440000000000161,2.481627e-06
8.430000000000161,2.473079e-06
8.420000000000162,2.47178e-06
8.410000000000162,2.465277e-06
8.400000000000162,2.463827e-06
8.390000000000162,2.458788e-06
8.380000000000162,2.454289e-06
8.370000000000163,2.456734e-06
8.360000000000163,2.447074e-06
8.350000000000163,2.450109e-06
8.340000000000163,2.446554e-06
8.330000000000163,2.44236e-06
8.320000000000164,2.438128e-06
8.310000000000164,2.427543e-06
8.300000000000164,2.41825e-06
8.290000000000164,2.419336e-06
8.280000000000165,2.419034e-06
8.270000000000165,2.416232e-06
8.260000000000165,2.415778e-06
8.250000000000165,2.420533e-06
8.240000000000165,2.413438e-06
8.230000000000166,2.41291e-06
8.220000000000166,2.408428e-06
8.210000000000166,2.403014e-06
8.200000000000166,2.401579e-06
8.190000000000166,2.39833e-06
8.180000000000167,2.399383e-06
8.170000000000167,2.394864e-06
8.160000000000167,2.391599e-06
8.150000000000167,2.386327e-06
8.140000000000168,2.386795e-06
8.130000000000168,2.386003e-06
8.120000000000168,2.383221e-06
8.110000000000168,2.379713e-06
8.100000000000168,2.377615e-06
8.090000000000169,2.37338e-06
8.080000000000169,2.367366e-06
8.070000000000169,2.364265e-06
8.06000000000017,2.359686e-06
8.05000000000017,2.362409e-06
8.04000000000017,2.353147e-06
8.03000000000017,2.349737e-06
8.02000000000017,2.348768e-06
8.01000000000017,2.34824e-06
8.00000000000017,2.344585e-06
7.990000000000171,2.339869e-06
7.980000000000171,2.339079e-06
7.970000000000171,2.33512e-06
7.960000000000171,2.330599e-06
7.950000000000172,2.326438e-06
7.940000000000172,2.32125e-06
7.930000000000172,2.321308e-06
7.920000000000172,2.321861e-06
7.9100000000001724,2.315482e-06
7.900000000000173,2.312064e-06
7.890000000000173,2.305791e-06
7.880000000000173,2.302431e-06
7.870000000000173,2.3017e-06
7.8600000000001735,2.29525e-06
7.850000000000174,2.292982e-06
7.840000000000174,2.292817e-06
7.830000000000174,2.28702e-06
7.820000000000174,2.280895e-06
7.810000000000175,2.282582e-06
7.800000000000175,2.2818e-06
7.790000000000175,2.282024e-06
7.780000000000175,2.277431e-06
7.770000000000175,2.272102e-06
7.760000000000176,2.270085e-06
7.750000000000176,2.267456e-06
7.740000000000176,2.259928e-06
7.730000000000176,2.259162e-06
7.7200000000001765,2.255444e-06
7.710000000000177,2.251516e-06
7.700000000000177,2.25247e-06
7.690000000000177,2.250432e-06
7.680000000000177,2.246225e-06
7.670000000000178,2.242559e-06
7.660000000000178,2.239767e-06
7.650000000000178,2.235203e-06
7.640000000000178,2.232503e-06
7.630000000000178,2.229635e-06
7.620000000000179,2.229349e-06
7.610000000000179,2.225845e-06
7.600000000000179,2.222697e-06
7.590000000000179,2.222498e-06
7.5800000000001795,2.219486e-06
7.57000000000018,2.216439e-06
7.56000000000018,2.213779e-06
7.55000000000018,2.20892e-06
7.54000000000018,2.204452e-06
7.5300000000001805,2.20081e-06
7.520000000000181,2.198047e-06
7.510000000000181,2.197053e-06
7.500000000000181,2.193319e-06
7.490000000000181,2.189266e-06
7.480000000000182,2.187825e-06
7.470000000000182,2.185074e-06
7.460000000000182,2.182422e-06
7.450000000000182,2.179452e-06
7.4400000000001825,2.178199e-06
7.430000000000183,2.177089e-06
7.420000000000183,2.170988e-06
7.410000000000183,2.161857e-06
7.400000000000183,2.159428e-06
7.3900000000001835,2.156992e-06
7.380000000000184,2.153964e-06
7.370000000000184,2.150805e-06
7.360000000000184,2.144928e-06
7.350000000000184,2.145273e-06
7.340000000000185,2.13932e-06
7.330000000000185,2.133319e-06
7.320000000000185,2.129124e-06
7.310000000000185,2.127056e-06
7.3000000000001855,2.126917e-06
7.290000000000186,2.119852e-06
7.280000000000186,2.12008e-06
7.270000000000186,2.115306e-06
7.260000000000186,2.108415e-06
7.2500000000001865,2.105064e-06
7.240000000000187,2.104619e-06
7.230000000000187,2.10365e-06
7.220000000000187,2.09866e-06
7.210000000000187,2.091162e-06
7.200000000000188,2.087428e-06
7.190000000000188,2.088408e-06
7.180000000000188,2.086205e-06
7.170000000000188,2.083921e-06
7.160000000000188,2.078415e-06
7.150000000000189,2.071823e-06
7.140000000000189,2.066064e-06
7.130000000000189,2.060592e-06
7.120000000000189,2.056915e-06
7.1100000000001895,2.056917e-06
7.10000000000019,2.053603e-06
7.09000000000019,2.051552e-06
7.08000000000019,2.049698e-06
7.07000000000019,2.043545e-06
7.060000000000191,2.041692e-06
7.050000000000191,2.036991e-06
7.040000000000191,2.03333e-06
7.030000000000191,2.031734e-06
7.020000000000191,2.031165e-06
7.010000000000192,2.027156e-06
7.000000000000192,2.027125e-06
6.990000000000192,2.022691e-06
6.980000000000192,2.01779e-06
6.9700000000001925,2.015244e-06
6.960000000000193,2.015224e-06
6.950000000000193,2.014733e-06
6.940000000000193,2.011142e-06
6.930000000000193,2.009744e-06
6.9200000000001936,2.005032e-06
6.910000000000194,1.998623e-06
6.900000000000194,1.997132e-06
6.890000000000194,1.99183e-06
6.880000000000194,1.993848e-06
6.870000000000195,1.989862e-06
6.860000000000195,1.988644e-06
6.850000000000195,1.98638e-06
6.840000000000195,1.9826e-06
6.8300000000001955,1.978245e-06
6.820000000000196,1.978471e-06
6.810000000000196,1.974645e-06
6.800000000000196,1.9725e-06
6.790000000000196,1.969561e-06
6.7800000000001965,1.964923e-06
6.770000000000197,1.960663e-06
6.760000000000197,1.956224e-06
6.750000000000197,1.954852e-06
6.740000000000197,1.953427e-06
6.730000000000198,1.948682e-06
6.720000000000198,1.946202e-06
6.710000000000198,1.944448e-06
6.700000000000198,1.939303e-06
6.6900000000001985,1.94021e-06
6.680000000000199,1.936987e-06
6.670000000000199,1.934792e-06
6.660000000000199,1.932365e-06
6.650000000000199,1.928132e-06
6.6400000000001995,1.923553e-06
6.6300000000002,1.922815e-06
6.6200000000002,1.918101e-06
6.6100000000002,1.915399e-06
6.6000000000002,1.913566e-06
6.590000000000201,1.910548e-06
6.580000000000201,1.909705e-06
6.570000000000201,1.906074e-06
6.560000000000201,1.90046e-06
6.550000000000201,1.898186e-06
6.540000000000202,1.896906e-06
6.530000000000202,1.895074e-06
6.520000000000202,1.891698e-06
6.510000000000202,1.886404e-06
6.5000000000002025,1.882786e-06
6.490000000000203,1.885552e-06
6.480000000000203,1.879257e-06
6.470000000000203,1.880455e-06
6.460000000000203,1.873414e-06
6.450000000000204,1.872035e-06
6.440000000000204,1.866365e-06
6.430000000000204,1.865051e-06
6.420000000000204,1.858222e-06
6.410000000000204,1.857019e-06
6.400000000000205,1.854321e-06
6.390000000000205,1.85083e-06
6.380000000000205,1.844913e-06
6.370000000000205,1.843867e-06
6.3600000000002055,1.842875e-06
6.350000000000206,1.840424e-06
6.340000000000206,1.836741e-06
6.330000000000206,1.833843e-06
6.320000000000206,1.832471e-06
6.3100000000002066,1.827751e-06
6.300000000000207,1.825318e-06
6.290000000000207,1.8221e-06
6.280000000000207,1.821874e-06
6.270000000000207,1.814894e-06
6.260000000000208,1.811943e-06
6.250000000000208,1.811585e-06
6.240000000000208,1.808193e-06
6.230000000000208,1.803638e-06
6.2200000000002085,1.803021e-06
6.210000000000209,1.798715e-06
6.200000000000209,1.794787e-06
6.190000000000209,1.792343e-06
6.180000000000209,1.786738e-06
6.1700000000002095,1.786153e-06
6.16000000000021,1.781343e-06
6.15000000000021,1.776289e-06
6.14000000000021,1.772805e-06
6.13000000000021,1.772341e-06
6.120000000000211,1.764597e-06
6.110000000000211,1.760701e-06
6.100000000000211,1.757818e-06
6.090000000000211,1.759548e-06
6.0800000000002115,1.75636e-06
6.070000000000212,1.757068e-06
6.060000000000212,1.752437e-06
6.050000000000212,1.748445e-06
6.040000000000212,1.741325e-06
6.0300000000002125,1.748215e-06
6.020000000000213,1.744963e-06
6.010000000000213,1.740625e-06
6.000000000000213,1.738656e-06
5.990000000000213,1.734607e-06
5.980000000000214,1.736001e-06
5.970000000000214,1.731238e-06
5.960000000000214,1.727867e-06
5.950000000000214,1.724332e-06
5.940000000000214,1.722376e-06
5.930000000000215,1.71459e-06
5.920000000000215,1.713254e-06
5.910000000000215,1.710909e-06
5.900000000000215,1.705886e-06
5.8900000000002155,1.703425e-06
5.880000000000216,1.700161e-06
5.870000000000216,1.696488e-06
5.860000000000216,1.697183e-06
5.850000000000216,1.694064e-06
5.840000000000217,1.691985e-06
5.830000000000217,1.690085e-06
5.820000000000217,1.685435e-06
5.810000000000217,1.68058e-06
5.800000000000217,1.679656e-06
5.790000000000218,1.675977e-06
5.780000000000218,1.671541e-06
5.770000000000218,1.668306e-06
5.760000000000218,1.667192e-06
5.7500000000002185,1.664995e-06
5.740000000000219,1.663937e-06
5.730000000000219,1.658055e-06
5.720000000000219,1.654599e-06
5.710000000000219,1.654583e-06
5.70000000000022,1.651138e-06
5.69000000000022,1.651423e-06
5.68000000000022,1.646934e-06
5.67000000000022,1.646218e-06
5.66000000000022,1.64247e-06
5.650000000000221,1.63969e-06
5.640000000000221,1.635642e-06
5.630000000000221,1.632549e-06
5.620000000000221,1.628781e-06
5.6100000000002215,1.630844e-06
5.600000000000222,1.626702e-06
5.590000000000222,1.624885e-06
5.580000000000222,1.621238e-06
5.570000000000222,1.616789e-06
5.5600000000002225,1.614779e-06
5.550000000000223,1.613145e-06
5.540000000000223,1.608574e-06
5.530000000000223,1.606037e-06
5.520000000000223,1.603846e-06
5.510000000000224,1.602276e-06
5.500000000000224,1.597833e-06
5.490000000000224,1.594764e-06
5.480000000000224,1.591775e-06
5.4700000000002245,1.588933e-06
5.460000000000225,1.585232e-06
5.450000000000225,1.582628e-06
5.440000000000225,1.577662e-06
5.430000000000225,1.575563e-06
5.4200000000002255,1.574625e-06
5.410000000000226,1.572113e-06
5.400000000000226,1.568846e-06
5.390000000000226,1.565603e-06
5.380000000000226,1.560922e-06
5.370000000000227,1.558812e-06
5.360000000000227,1.555196e-06
5.350000000000227,1.551853e-06
5.340000000000227,1.548947e-06
5.3300000000002274,1.545867e-06
5.320000000000228,1.544935e-06
5.310000000000228,1.540688e-06
5.300000000000228,1.536892e-06
5.290000000000228,1.535465e-06
5.2800000000002285,1.533877e-06
5.270000000000229,1.532203e-06
5.260000000000229,1.529254e-06
5.250000000000229,1.523402e-06
5.240000000000229,1.520915e-06
5.23000000000023,1.51659e-06
5.22000000000023,1.513485e-06
5.21000000000023,1.510445e-06
5.20000000000023,1.507087e-06
5.19000000000023,1.503944e-06
5.180000000000231,1.501038e-06
5.170000000000231,1.500147e-06
5.160000000000231,1.496438e-06
5.150000000000231,1.496525e-06
5.1400000000002315,1.492462e-06
5.130000000000232,1.490357e-06
5.120000000000232,1.487884e-06
5.110000000000232,1.484902e-06
5.100000000000232,1.480734e-06
5.090000000000233,1.4776e-06
5.080000000000233,1.474435e-06
5.070000000000233,1.47272e-06
5.060000000000233,1.470745e-06
5.050000000000233,1.469026e-06
5.040000000000234,1.465098e-06
5.030000000000234,1.463611e-06
5.020000000000234,1.459339e-06
5.010000000000234,1.454952e-06
5.0000000000002345,1.451293e-06
4.990000000000235,1.449272e-06
4.980000000000235,1.448134e-06
4.970000000000235,1.447707e-06
4.960000000000235,1.443059e-06
4.9500000000002355,1.439151e-06
4.940000000000236,1.435554e-06
4.930000000000236,1.432025e-06
4.920000000000236,1.430726e-06
4.910000000000236,1.428136e-06
4.900000000000237,1.42604e-06
4.890000000000237,1.421574e-06
4.880000000000237,1.419295e-06
4.870000000000237,1.414608e-06
4.8600000000002375,1.413296e-06
4.850000000000238,1.409738e-06
4.840000000000238,1.407491e-06
4.830000000000238,1.404833e-06
4.820000000000238,1.400875e-06
4.8100000000002385,1.3989e-06
4.800000000000239,1.396743e-06
4.790000000000239,1.393217e-06
4.780000000000239,1.389974e-06
4.770000000000239,1.386297e-06
4.76000000000024,1.382889e-06
4.75000000000024,1.380815e-06
4.74000000000024,1.37801e-06
4.73000000000024,1.374972e-06
4.7200000000002404,1.370875e-06
4.710000000000241,1.369869e-06
4.700000000000241,1.36505e-06
4.690000000000241,1.362603e-06
4.680000000000241,1.358943e-06
4.6700000000002415,1.355969e-06
4.660000000000242,1.353031e-06
4.650000000000242,1.352547e-06
4.640000000000242,1.349555e-06
4.630000000000242,1.345026e-06
4.620000000000243,1.343107e-06
4.610000000000243,1.338379e-06
4.600000000000243,1.335436e-06
4.590000000000243,1.332143e-06
4.580000000000243,1.328812e-06
4.570000000000244,1.326735e-06
4.560000000000244,1.323173e-06
4.550000000000244,1.320758e-06
4.540000000000244,1.316953e-06
4.5300000000002445,1.314818e-06
4.520000000000245,1.311243e-06
4.510000000000245,1.308865e-06
4.500000000000245,1.306336e-06
4.490000000000245,1.304251e-06
4.480000000000246,1.300104e-06
4.470000000000246,1.298231e-06
4.460000000000246,1.294235e-06
4.450000000000246,1.292547e-06
4.440000000000246,1.288032e-06
4.430000000000247,1.282223e-06
4.420000000000247,1.282104e-06
4.410000000000247,1.278647e-06
4.400000000000247,1.275675e-06
4.3900000000002475,1.273806e-06
4.380000000000248,1.271338e-06
4.370000000000248,1.268321e-06
4.360000000000248,1.264592e-06
4.350000000000248,1.260928e-06
4.3400000000002485,1.25956e-06
4.330000000000249,1.258677e-06
4.320000000000249,1.255471e-06
4.310000000000249,1.253702e-06
4.300000000000249,1.25047e-06
4.29000000000025,1.248026e-06
4.28000000000025,1.245253e-06
4.27000000000025,1.241119e-06
4.26000000000025,1.237969e-06
4.2500000000002505,1.235612e-06
4.240000000000251,1.233308e-06
4.230000000000251,1.231006e-06
4.220000000000251,1.226637e-06
4.210000000000251,1.223455e-06
4.2000000000002515,1.220463e-06
4.190000000000252,1.217099e-06
4.180000000000252,1.214545e-06
4.170000000000252,1.213074e-06
4.160000000000252,1.208879e-06
4.150000000000253,1.204457e-06
4.140000000000253,1.201787e-06
4.130000000000253,1.19893e-06
4.120000000000253,1.197332e-06
4.1100000000002535,1.194349e-06
4.100000000000254,1.189328e-06
4.090000000000254,1.1836e-06
4.080000000000254,1.179832e-06
4.070000000000254,1.184773e-06
4.0600000000002545,1.181961e-06
4.050000000000255,1.178106e-06
4.040000000000255,1.176717e-06
4.030000000000255,1.172795e-06
4.020000000000255,1.169375e-06
4.010000000000256,1.167534e-06
4.000000000000256,1.163289e-06
3.990000000000256,1.160487e-06
3.980000000000256,1.157879e-06
3.9700000000002564,1.154792e-06
3.9600000000002566,1.152443e-06
3.950000000000257,1.148672e-06
3.940000000000257,1.144748e-06
3.9300000000002573,1.142618e-06
3.9200000000002575,1.140305e-06
3.9100000000002577,1.136461e-06
3.900000000000258,1.132858e-06
3.890000000000258,1.130202e-06
3.8800000000002584,1.12526e-06
3.8700000000002586,1.120784e-06
3.860000000000259,1.118488e-06
3.850000000000259,1.114236e-06
3.840000000000259,1.112256e-06
3.8300000000002594,1.110352e-06
3.8200000000002596,1.108463e-06
3.81000000000026,1.103981e-06
3.80000000000026,1.101498e-06
3.7900000000002603,1.098392e-06
3.7800000000002605,1.096258e-06
3.7700000000002607,1.094871e-06
3.760000000000261,1.091714e-06
3.750000000000261,1.087559e-06
3.7400000000002613,1.08447e-06
3.7300000000002616,1.082396e-06
3.7200000000002618,1.079047e-06
3.710000000000262,1.075455e-06
3.700000000000262,1.073903e-06
3.6900000000002624,1.070094e-06
3.6800000000002626,1.067314e-06
3.670000000000263,1.063991e-06
3.660000000000263,1.061565e-06
3.6500000000002633,1.058533e-06
3.6400000000002635,1.055497e-06
3.6300000000002637,1.05342e-06
3.620000000000264,1.050099e-06
3.610000000000264,1.046285e-06
3.6000000000002643,1.043036e-06
3.5900000000002645,1.040012e-06
3.5800000000002647,1.037311e-06
3.570000000000265,1.033043e-06
3.560000000000265,1.029615e-06
3.5500000000002654,1.02621e-06
3.5400000000002656,1.02361e-06
3.530000000000266,1.020737e-06
3.520000000000266,1.017374e-06
3.5100000000002662,1.016015e-06
3.5000000000002665,1.012597e-06
3.4900000000002667,1.007764e-06
3.480000000000267,1.005331e-06
3.470000000000267,1.002766e-06
3.4600000000002673,9.943012e-07
3.4500000000002675,9.97865e-07
3.4400000000002677,9.906067e-07
3.430000000000268,9.947431e-07
3.420000000000268,9.875035e-07
3.4100000000002684,9.890414e-07
3.4000000000002686,9.84788e-07
3.390000000000269,9.825698e-07
3.380000000000269,9.791291e-07
3.3700000000002692,9.770522e-07
3.3600000000002694,9.739841e-07
3.3500000000002697,9.71721e-07
3.34000000000027,9.705283e-07
3.33000000000027,9.672257e-07
3.3200000000002703,9.63554e-07
3.3100000000002705,9.611902e-07
3.3000000000002707,9.577079e-07
3.290000000000271,9.553891e-07
3.280000000000271,9.515178e-07
3.2700000000002714,9.483954e-07
3.2600000000002716,9.453108e-07
3.250000000000272,9.415087e-07
3.240000000000272,9.381957e-07
3.230000000000272,9.364045e-07
3.2200000000002724,9.328354e-07
3.2100000000002726,9.293828e-07
3.200000000000273,9.261899e-07
3.190000000000273,9.218871e-07
3.1800000000002733,9.186759e-07
3.1700000000002735,9.16311e-07
3.1600000000002737,9.125941e-07
3.150000000000274,9.104116e-07
3.140000000000274,9.064296e-07
3.1300000000002743,9.025611e-07
3.1200000000002746,8.995852e-07
3.1100000000002748,8.965031e-07
3.100000000000275,8.939514e-07
3.090000000000275,8.902842e-07
3.0800000000002754,8.886288e-07
