Voltage (V),Current (A)
-2.9999999999999467,-2.759972e-07
-3.199999999999946,-2.982887e-07
-3.3999999999999453,-3.20038e-07
-3.5999999999999446,-3.437974e-07
-3.799999999999944,-3.674977e-07
-3.999999999999943,-3.960496e-07
-4.1999999999999424,-4.244771e-07
-4.399999999999942,-4.553742e-07
-4.599999999999941,-4.820304e-07
-4.79999999999994,-5.111336e-07
-4.99999999999994,-5.404598e-07
-5.199999999999939,-5.694066e-07
-5.399999999999938,-6.00034e-07
-5.5999999999999375,-6.279104e-07
-5.799999999999937,-6.582689e-07
-5.999999999999936,-6.870343e-07
-6.199999999999935,-7.145967e-07
-6.399999999999935,-7.470483e-07
-6.599999999999934,-7.814122e-07
-6.799999999999933,-8.150003e-07
-6.9999999999999325,-9.034332e-07
-7.199999999999932,-9.235463e-07
-7.399999999999931,-1.053677e-06
-7.59999999999993,-1.087705e-06
-7.79999999999993,-1.123553e-06
-7.999999999999929,-1.16914e-06
-8.199999999999928,-1.21009e-06
-8.399999999999928,-1.2516e-06
-8.599999999999927,-1.293603e-06
-8.799999999999926,-1.335268e-06
-8.999999999999925,-1.381997e-06
-9.199999999999925,-1.430509e-06
-9.399999999999924,-1.478856e-06
-9.599999999999923,-1.525602e-06
-9.799999999999923,-1.578671e-06
-9.999999999999922,-1.623115e-06
-10.199999999999921,-1.671733e-06
-10.39999999999992,-1.719292e-06
-10.59999999999992,-1.765521e-06
-10.799999999999919,-1.801926e-06
-10.999999999999918,-1.843588e-06
-11.199999999999918,-1.878647e-06
-11.399999999999917,-1.906025e-06
-11.599999999999916,-1.933208e-06
-11.799999999999915,-1.954693e-06
-11.999999999999915,-1.978132e-06
-12.0,-1.982142e-06
-11.8,-1.959422e-06
-11.600000000000001,-1.934087e-06
-11.400000000000002,-1.909174e-06
-11.200000000000003,-1.890263e-06
-11.000000000000004,-1.865546e-06
-10.800000000000004,-1.846396e-06
-10.600000000000005,-1.822136e-06
-10.400000000000006,-1.796339e-06
-10.200000000000006,-1.771794e-06
-10.000000000000007,-1.746214e-06
-9.800000000000008,-1.721581e-06
-9.600000000000009,-1.695609e-06
-9.40000000000001,-1.677042e-06
-9.20000000000001,-1.656746e-06
-9.00000000000001,-1.640376e-06
-8.800000000000011,-1.620466e-06
-8.600000000000012,-1.60236e-06
-8.400000000000013,-1.585517e-06
-8.200000000000014,-1.556026e-06
-8.000000000000014,-1.539228e-06
-7.800000000000015,-1.51929e-06
-7.600000000000016,-1.497597e-06
-7.400000000000016,-1.473203e-06
-7.200000000000017,-1.450312e-06
-7.000000000000018,-1.424806e-06
-6.8000000000000185,-1.400157e-06
-6.600000000000019,-1.373979e-06
-6.40000000000002,-1.347677e-06
-6.200000000000021,-1.32478e-06
-6.000000000000021,-1.295508e-06
-5.800000000000022,-1.266535e-06
-5.600000000000023,-1.237186e-06
-5.4000000000000234,-1.205425e-06
-5.200000000000024,-1.171747e-06
-5.000000000000025,-1.138098e-06
-4.800000000000026,-1.100658e-06
-4.600000000000026,-1.065738e-06
-4.400000000000027,-1.028005e-06
-4.200000000000028,-9.879667e-07
-4.000000000000028,-9.476228e-07
-3.800000000000029,-9.05337e-07
-3.60000000000003,-8.616751e-07
-3.4000000000000306,-8.169126e-07
-3.2000000000000313,-7.711212e-07
-3.000000000000032,-7.234946e-07
-2.8000000000000327,-6.758414e-07
-2.6000000000000334,-6.255485e-07
-2.400000000000034,-5.744694e-07
-2.200000000000035,-5.226858e-07
-2.0000000000000355,-4.684952e-07
-1.8000000000000362,-4.152791e-07
-1.600000000000037,-3.620474e-07
-1.4000000000000377,-3.083728e-07
-1.2000000000000384,-2.563562e-07
-1.000000000000039,-2.060078e-07
-0.8000000000000398,-1.574489e-07
-0.6000000000000405,-1.111228e-07
-0.4000000000000412,-6.818924e-08
-0.20000000000004192,-3.096377e-08
-4.263256414560601e-14,-3.923812e-12
0.0,-5.139006e-12
0.2,2.659378e-08
0.4,5.044815e-08
0.6000000000000001,7.364344e-08
0.8,9.844354e-08
1.0,1.493071e-07
1.2000000000000002,1.772592e-07
1.4000000000000001,2.021964e-07
1.6,2.264855e-07
1.8,2.514065e-07
2.0,2.772943e-07
2.2,3.046747e-07
